Company_Name,CEO_Name,Industry,Company_Sector,Country,City,Founded_Year,Employee_Count,Male_Employees,Female_Employees,Last_Year_Hirings,Hiring_Rate (%),Average_Salary_LPA,Annual_Revenue_INR_Crores,Company_Shares_INR
BlueSky Logistics Ltd.,Danielle Martinez,Banking,Government,Thailand,Bangkok,2009,188310,122222,66088,16847,8.95,13.95,178651.33,414660.18
Pacific Logistics Ltd.,Diana Harris,IT Services,Private,UAE,Dubai,1994,186460,94267,92193,18031,9.67,33.55,215387.43,279840.56
BlueSky Foods Ltd.,Jamie Adkins,Healthcare,Government,South Korea,Seoul,1971,151102,85328,65774,26384,17.46,37.97,144592.4,44019.96
Vertex Technologies Ltd.,Mary Brown,Energy,MNC,Singapore,Singapore,2010,10175,6467,3708,551,5.42,32.89,562635.05,255654.78
Vertex Foods Ltd.,Shannon Brock,Logistics,Public,Taiwan,Taipei,1964,29202,13992,15210,932,3.19,35.57,310339.51,60007.36
Pioneer Holdings Ltd.,Mark Ramirez,Retail,MNC,UAE,Dubai,1964,86772,59384,27388,7545,8.7,8.58,302166.76,299694.52
Summit Industries Ltd.,Daniel Perkins,Healthcare,Government,South Korea,Seoul,2013,63489,33661,29828,9267,14.6,25.87,397773.65,245653.84
Nova Logistics Ltd.,Taylor Wallace,Manufacturing,Public,Singapore,Singapore,1976,186485,121140,65345,3456,1.85,23.5,530443.96,45905.94
Prime Holdings Ltd.,Michael Adams,Logistics,Public,Japan,Tokyo,2006,6126,2787,3339,1063,17.35,7.92,529628.16,30767.36
Apex Group Ltd.,Jeffrey Burnett,IT Services,MNC,Thailand,Bangkok,1971,6161,3423,2738,819,13.29,10.28,133085.17,385717.74
Pacific Healthcare Ltd.,Elizabeth Nichols,Energy,Government,Japan,Tokyo,1985,24318,13248,11070,2777,11.42,38.28,565331.58,247331.7
Horizon Retail Ltd.,Carla Cabrera,Energy,Startup,South Korea,Seoul,1991,121955,59573,62382,10390,8.52,34.83,173715.61,407580.66
Prime Holdings Ltd.,Todd Mcdonald,Banking,MNC,China,Beijing,1969,59467,27447,32020,2173,3.65,38.46,317580.03,338802.16
Nova Manufacturing Ltd.,Tracy Everett,Manufacturing,Private,UAE,Dubai,2006,62210,37809,24401,5005,8.05,39.68,606794.24,337035.72
Nova Solutions Ltd.,Sheri Silva,Retail,Startup,Japan,Tokyo,1954,142789,83685,59104,13951,9.77,3.29,126678.6,311576.28
Vertex Healthcare Ltd.,Nancy Wright,Energy,Startup,Malaysia,Kuala Lumpur,1950,185329,119763,65566,36000,19.42,22.48,198556.63,377846.16
Horizon Industries Ltd.,Frank Young,Retail,MNC,Japan,Tokyo,2014,40397,24606,15791,415,1.03,37.26,347051.02,24633.84
Vertex Retail Ltd.,Laura Franklin,Logistics,Public,Taiwan,Taipei,1978,72461,39601,32860,3557,4.91,22.85,455470.02,16118.12
BlueSky Technologies Ltd.,Jennifer Johnson,Energy,MNC,UAE,Dubai,1976,48013,25809,22204,412,0.86,20.13,398928.11,420810.9
Summit Manufacturing Ltd.,Omar Joseph,IT Services,Startup,South Korea,Seoul,2015,126859,60990,65869,23044,18.17,30.82,653505.83,170285.16
Summit Healthcare Ltd.,Kyle Gray,Energy,MNC,Taiwan,Taipei,2011,179661,111123,68538,15594,8.68,27.19,93329.01,331788.0
Prime Holdings Ltd.,Carolyn Montes,Retail,Startup,Indonesia,Jakarta,2000,93903,49007,44896,5406,5.76,29.63,319079.26,137912.18
Horizon Group Ltd.,Linda Schultz,Logistics,MNC,Malaysia,Kuala Lumpur,2017,158154,73258,84896,29324,18.54,10.93,91969.86,9776.48
Horizon Logistics Ltd.,Gregory Hudson,IT Services,Startup,Vietnam,Ho Chi Minh City,1989,170863,92885,77978,24952,14.6,34.66,54058.74,405106.44
Apex Technologies Ltd.,Mark Harding,Banking,MNC,South Korea,Seoul,1953,89025,46275,42750,13767,15.46,32.53,44057.11,362673.18
BlueSky Foods Ltd.,Laura Hall,Retail,Public,Thailand,Bangkok,2002,60089,35718,24371,4874,8.11,25.51,198286.16,66877.9
Horizon Retail Ltd.,James Spence,Banking,Private,Singapore,Singapore,1957,180598,111725,68873,14518,8.04,15.76,453210.45,132706.6
Nova Foods Ltd.,Elizabeth Brooks,Banking,Startup,Thailand,Bangkok,1982,168595,111304,57291,7476,4.43,31.51,85990.45,320462.66
BlueSky Energy Ltd.,David Li,IT Services,Government,Singapore,Singapore,1993,3741,2019,1722,177,4.73,15.88,263334.92,159386.38
Apex Logistics Ltd.,Kendra Cooley,Logistics,MNC,Japan,Tokyo,2017,15772,10818,4954,2492,15.8,18.02,116673.36,360681.42
Pacific Industries Ltd.,Stephanie Sanders,Logistics,Public,Indonesia,Jakarta,1998,8900,4526,4374,1275,14.33,3.63,299117.12,1972.84
Evergreen Industries Ltd.,Paul Bentley,Telecom,Government,Indonesia,Jakarta,1989,81039,47098,33941,532,0.66,22.92,520350.74,328816.7
Prime Healthcare Ltd.,Anthony King,Retail,Private,China,Beijing,2017,82809,44490,38319,702,0.85,32.02,539498.55,8088.3
Horizon Healthcare Ltd.,Mary Phillips,Retail,Public,China,Beijing,2012,151420,79366,72054,24933,16.47,16.42,534144.62,3362.6
Summit Technologies Ltd.,Dominique Beck,Healthcare,Private,Vietnam,Ho Chi Minh City,2000,78873,47909,30964,2218,2.81,39.0,551117.67,355440.58
Horizon Solutions Ltd.,Danielle Braun,Banking,Public,Thailand,Bangkok,2000,1093,544,549,155,14.18,4.93,457559.99,5517.76
BlueSky Industries Ltd.,Kathryn Adams,Telecom,Public,Singapore,Singapore,1958,199225,109567,89658,39133,19.64,27.64,421617.84,27980.1
Apex Healthcare Ltd.,Parker Torres,Banking,Government,China,Beijing,1955,164180,103227,60953,6502,3.96,13.35,569492.77,242558.7
Apex Foods Ltd.,Victoria Cole,Manufacturing,Public,UAE,Dubai,1972,136684,63646,73038,23856,17.45,17.71,229946.11,36421.86
Horizon Group Ltd.,Sean Brown,Banking,Public,Singapore,Singapore,2019,49346,23021,26325,9662,19.58,3.72,344461.3,12565.46
BlueSky Group Ltd.,Ellen Vega,Banking,MNC,Vietnam,Ho Chi Minh City,1971,87790,56124,31666,3503,3.99,26.38,407603.28,97714.06
Vertex Technologies Ltd.,Brian Flynn,Manufacturing,MNC,Indonesia,Jakarta,1987,167096,113247,53849,2046,1.22,36.28,672109.09,263359.52
Horizon Energy Ltd.,Mrs. Susan Jackson DVM,Retail,Private,China,Beijing,1953,158957,102110,56847,11058,6.96,11.9,21534.92,393049.24
Nova Holdings Ltd.,Ian Stanley,Banking,Startup,Vietnam,Ho Chi Minh City,1989,41969,22791,19178,2647,6.31,9.99,103458.26,57457.46
Pioneer Technologies Ltd.,James Taylor,Telecom,Government,Singapore,Singapore,1996,76050,40004,36046,9032,11.88,38.77,154913.0,49739.82
Vertex Holdings Ltd.,Amber Reyes,Telecom,Public,South Korea,Seoul,1978,145743,92736,53007,26004,17.84,34.15,267120.04,28982.86
Summit Solutions Ltd.,Priscilla Buck,IT Services,Government,Singapore,Singapore,2013,5174,2425,2749,979,18.92,26.95,343401.7,403602.3
Nova Group Ltd.,Alexandria Rivera,Healthcare,Government,China,Beijing,1958,13887,7788,6099,1861,13.4,13.21,537.59,339337.94
Horizon Foods Ltd.,Allison Henry,Retail,Private,Japan,Tokyo,2017,4899,3271,1628,326,6.65,3.04,276709.04,129602.86
Pacific Healthcare Ltd.,Fernando Walters,IT Services,Public,Japan,Tokyo,1978,6444,3983,2461,366,5.68,23.38,192630.97,34492.88
Pioneer Healthcare Ltd.,Caitlin Wang,Healthcare,MNC,Indonesia,Jakarta,1999,111657,57690,53967,9883,8.85,29.73,583393.9,427737.34
Summit Technologies Ltd.,Hunter Turner,Healthcare,Private,Japan,Tokyo,2014,192320,116164,76156,18676,9.71,4.26,600941.68,403370.96
Nova Energy Ltd.,Joseph Guerrero,Logistics,Government,UAE,Dubai,1993,21363,11165,10198,2012,9.42,37.78,508949.2,140253.96
Apex Foods Ltd.,Kristen Pollard,Manufacturing,Government,UAE,Dubai,1959,110180,63911,46269,2310,2.1,6.48,646577.07,136793.32
Horizon Industries Ltd.,Sean Wood,Manufacturing,Private,South Korea,Seoul,2012,148409,102663,45746,9678,6.52,3.33,514402.12,99544.14
Horizon Technologies Ltd.,Sandra Hensley,Banking,Private,UAE,Dubai,1992,12249,7535,4714,1449,11.83,39.08,63616.78,63945.3
BlueSky Logistics Ltd.,Shane Jacobs,Telecom,MNC,Singapore,Singapore,2010,194771,110219,84552,26397,13.55,13.82,91666.02,80331.74
Nova Manufacturing Ltd.,Carl Kelly,Telecom,Startup,South Korea,Seoul,2020,153672,96981,56691,1338,0.87,29.65,313602.96,413413.18
Summit Solutions Ltd.,Olivia White,Manufacturing,Public,UAE,Dubai,1950,114081,66771,47310,21043,18.45,14.7,517136.4,53000.08
Apex Retail Ltd.,Eric Mack,Retail,Private,Vietnam,Ho Chi Minh City,1955,155152,102741,52411,2559,1.65,25.46,281589.28,272535.72
Apex Healthcare Ltd.,Heather Grant,Manufacturing,MNC,UAE,Dubai,1966,191591,134099,57492,17321,9.04,4.25,9745.78,404743.52
Prime Foods Ltd.,Daniel Humphrey,Logistics,Government,Malaysia,Kuala Lumpur,1998,145346,70583,74763,28556,19.65,15.91,638302.41,135508.48
Nova Logistics Ltd.,Robert Williams,Manufacturing,Public,China,Beijing,1968,163993,112872,51121,9874,6.02,39.36,192936.79,32782.34
Apex Technologies Ltd.,Bianca Rodriguez,Telecom,Government,Singapore,Singapore,1976,30786,18790,11996,3974,12.91,16.1,326820.98,397676.9
Horizon Healthcare Ltd.,Matthew Griffin,Banking,Government,Taiwan,Taipei,1964,20762,9964,10798,3476,16.74,31.41,390531.07,264775.94
Summit Solutions Ltd.,Kenneth Perez,Telecom,Public,Taiwan,Taipei,1976,87306,47388,39918,16013,18.34,14.63,368125.75,23050.58
Summit Solutions Ltd.,David Marshall,Retail,Private,Vietnam,Ho Chi Minh City,2008,33529,22706,10823,5287,15.77,17.99,154654.4,413216.24
Evergreen Logistics Ltd.,Taylor Miller,IT Services,Public,Vietnam,Ho Chi Minh City,1950,81913,45552,36361,10305,12.58,30.21,313970.52,32779.76
Apex Group Ltd.,Valerie White,Logistics,Private,UAE,Dubai,1959,167306,94974,72332,11701,6.99,39.32,161331.27,241367.6
Evergreen Technologies Ltd.,Janice Thomas,Telecom,Startup,Taiwan,Taipei,2006,33888,19803,14085,6102,18.01,11.45,653248.09,201668.28
Vertex Foods Ltd.,Veronica Rodriguez,Logistics,Government,South Korea,Seoul,2008,191715,132352,59363,22151,11.55,9.93,642966.62,157901.16
Pioneer Industries Ltd.,Jordan Chavez,IT Services,Startup,Indonesia,Jakarta,2007,174200,94762,79438,17885,10.27,39.74,320997.84,50667.76
Nova Solutions Ltd.,Andrea Johnson,Healthcare,Government,UAE,Dubai,1950,57444,30495,26949,3528,6.14,34.66,74346.14,299040.06
Evergreen Group Ltd.,Kimberly Willis,IT Services,Public,Thailand,Bangkok,1986,179606,106875,72731,31101,17.32,18.55,284037.19,39047.44
Evergreen Technologies Ltd.,Michael Jones,IT Services,Public,Thailand,Bangkok,1976,162677,103148,59529,11313,6.95,27.17,292227.05,41087.36
BlueSky Logistics Ltd.,Brandon Chavez,Healthcare,Public,Indonesia,Jakarta,2008,41779,27036,14743,5205,12.46,14.03,655773.65,3378.94
Vertex Energy Ltd.,Charles Johnson,Healthcare,Government,Vietnam,Ho Chi Minh City,1958,164159,80855,83304,7279,4.43,8.85,386312.43,379407.06
Vertex Energy Ltd.,Megan Brown,Retail,Public,UAE,Dubai,2015,109201,74719,34482,15446,14.14,39.35,127092.69,10492.0
Evergreen Logistics Ltd.,Patricia Price,Logistics,Private,Taiwan,Taipei,2019,134364,74798,59566,19352,14.4,39.87,6871.06,303085.5
Pacific Logistics Ltd.,Evan Stewart,Energy,Startup,Japan,Tokyo,2016,141320,98127,43193,10509,7.44,25.69,442968.03,311306.24
Summit Manufacturing Ltd.,Becky Wilson,Telecom,Startup,South Korea,Seoul,2017,144387,94994,49393,17185,11.9,25.89,587066.19,246900.84
Prime Healthcare Ltd.,Cynthia Barron,Logistics,MNC,Malaysia,Kuala Lumpur,2018,127611,69980,57631,1975,1.55,14.0,291309.18,418956.74
Vertex Retail Ltd.,Edward Johnson,Telecom,Startup,South Korea,Seoul,2004,61362,30708,30654,11996,19.55,19.66,243164.4,367821.14
Pioneer Foods Ltd.,Patricia Waters,Energy,Startup,China,Beijing,1960,134436,78722,55714,23186,17.25,10.82,53413.83,238624.2
Pioneer Holdings Ltd.,Michael Perez,Energy,MNC,South Korea,Seoul,1962,148361,68428,79933,12694,8.56,14.55,214120.22,243561.46
Pioneer Healthcare Ltd.,Shawn Jones,Banking,Startup,Japan,Tokyo,1953,17243,11374,5869,1512,8.77,18.95,445470.54,120097.28
Pacific Solutions Ltd.,Tina Black,Manufacturing,MNC,Indonesia,Jakarta,1975,76398,46670,29728,6162,8.07,35.42,257675.44,18092.68
BlueSky Foods Ltd.,James Fuller,Banking,Government,China,Beijing,2015,159881,76583,83298,8109,5.07,27.64,148305.8,43208.98
BlueSky Foods Ltd.,Sharon Nunez,Energy,Private,Vietnam,Ho Chi Minh City,2015,113695,56921,56774,2314,2.04,39.3,620174.98,37346.36
Apex Holdings Ltd.,Peter Kelley,Banking,MNC,Indonesia,Jakarta,1985,154714,79655,75059,29116,18.82,28.1,179934.88,105565.0
Vertex Manufacturing Ltd.,Benjamin Miller,Banking,Public,Singapore,Singapore,1990,23779,11646,12133,462,1.94,19.66,276284.89,9346.48
BlueSky Holdings Ltd.,John Chan,Energy,Government,Singapore,Singapore,1977,98550,48277,50273,441,0.45,30.19,78366.55,279046.78
Apex Healthcare Ltd.,Scott Mcguire,IT Services,MNC,Singapore,Singapore,1994,11677,5402,6275,1387,11.88,23.15,160990.62,204920.8
Vertex Holdings Ltd.,Tanya Newton,Retail,Public,Indonesia,Jakarta,1965,100893,67205,33688,17363,17.21,25.31,61470.65,54591.08
Prime Foods Ltd.,Thomas Stephens,Retail,MNC,Taiwan,Taipei,2014,96223,47321,48902,16437,17.08,4.01,154861.23,62131.56
Prime Industries Ltd.,Dr. Charles Weber Jr.,Energy,Public,Japan,Tokyo,1983,179300,96818,82482,3759,2.1,4.19,115795.65,36243.84
Apex Group Ltd.,Craig Fernandez,Banking,MNC,Taiwan,Taipei,1977,194946,111533,83413,6179,3.17,14.77,69633.25,62393.86
Vertex Healthcare Ltd.,Amanda Kirk,Manufacturing,Private,Vietnam,Ho Chi Minh City,1960,182790,88464,94326,29214,15.98,15.03,310660.9,91675.14
Prime Solutions Ltd.,Benjamin Shelton,Healthcare,Public,Japan,Tokyo,1982,72061,38168,33893,4367,6.06,27.4,333121.77,19293.24
Apex Industries Ltd.,Ashley Thompson,Banking,Government,Singapore,Singapore,2001,5906,3073,2833,1120,18.96,38.34,229623.7,420472.06
Nova Manufacturing Ltd.,Betty Caldwell,IT Services,Private,UAE,Dubai,1955,186786,90341,96445,1991,1.07,32.62,422475.86,9580.4
Evergreen Industries Ltd.,Robert Strong,Manufacturing,MNC,Taiwan,Taipei,1972,166868,76272,90596,31330,18.78,20.46,458839.15,115803.3
Pioneer Foods Ltd.,Robert Pruitt,Healthcare,Startup,Thailand,Bangkok,1969,176014,100116,75898,2238,1.27,20.21,486669.44,350446.56
Apex Logistics Ltd.,Joseph Avila,Retail,Public,Malaysia,Kuala Lumpur,1998,1186,584,602,27,2.28,28.14,571988.84,18185.56
Apex Solutions Ltd.,Courtney Rivera,Healthcare,Government,Singapore,Singapore,1987,14241,9132,5109,2394,16.81,18.79,22235.3,175487.3
Evergreen Technologies Ltd.,Christina Graves,Logistics,Startup,China,Beijing,2005,47988,29753,18235,1970,4.11,3.55,657081.62,99063.4
Pacific Logistics Ltd.,Mary Mckenzie,Logistics,Private,South Korea,Seoul,1951,57438,37939,19499,8968,15.61,14.9,6058.27,32774.6
Prime Foods Ltd.,Lisa Mitchell,Manufacturing,Private,Taiwan,Taipei,1974,64181,32789,31392,11300,17.61,3.1,220365.63,337250.72
Evergreen Healthcare Ltd.,Brooke Johnston,Manufacturing,Public,Indonesia,Jakarta,1988,82474,47074,35400,15951,19.34,34.69,75788.36,23313.74
Pacific Holdings Ltd.,Brian Potter,Telecom,Private,UAE,Dubai,2006,32308,19117,13191,6153,19.04,12.07,467666.02,324693.0
Evergreen Solutions Ltd.,Adrian Vega,Healthcare,Startup,Indonesia,Jakarta,2002,135589,62698,72891,19845,14.64,23.72,37795.19,81691.4
Pioneer Technologies Ltd.,Carl Smith,Telecom,Public,Japan,Tokyo,1957,151642,70292,81350,4858,3.2,21.45,666398.18,23929.5
BlueSky Group Ltd.,Cody Olson,Telecom,Government,Malaysia,Kuala Lumpur,1998,27114,13898,13216,3048,11.24,9.65,532659.4,326297.76
Pacific Technologies Ltd.,David Jones,IT Services,Private,Malaysia,Kuala Lumpur,1992,37004,23520,13484,4784,12.93,3.99,422912.91,238921.76
Summit Industries Ltd.,Andrea Shelton,IT Services,Startup,South Korea,Seoul,1960,41137,19522,21615,4442,10.8,13.78,678683.88,48704.38
Prime Retail Ltd.,John Wells,IT Services,Public,Japan,Tokyo,1975,140186,87674,52512,12751,9.1,19.06,436122.51,4908.88
Summit Manufacturing Ltd.,Monique Mcpherson,IT Services,Startup,Taiwan,Taipei,1976,143238,68694,74544,22895,15.98,38.53,349243.33,177719.0
Pioneer Healthcare Ltd.,Christine Johnson,Energy,MNC,Thailand,Bangkok,1950,29250,16868,12382,1193,4.08,36.94,557758.33,160082.98
Pacific Holdings Ltd.,Lisa Baker,Healthcare,Startup,China,Beijing,2000,166633,111489,55144,3550,2.13,39.38,255632.25,86878.06
Prime Foods Ltd.,Christine Joseph,Healthcare,Public,Japan,Tokyo,1982,194148,88266,105882,4463,2.3,3.28,498806.11,1113.7
Apex Energy Ltd.,Alexis Bauer,IT Services,Private,Malaysia,Kuala Lumpur,1972,145618,68965,76653,12124,8.33,3.79,446087.5,138245.0
Vertex Retail Ltd.,Brent Mills,IT Services,Startup,Malaysia,Kuala Lumpur,1954,162866,97069,65797,31075,19.08,22.24,131419.7,275084.76
Prime Holdings Ltd.,Henry Brown,Logistics,Private,Singapore,Singapore,2006,61314,30510,30804,9817,16.01,38.69,269404.12,376585.4
Summit Group Ltd.,Lauren Mccarthy,Energy,Government,China,Beijing,2019,173464,120494,52970,21977,12.67,13.78,457540.3,398826.72
Pioneer Logistics Ltd.,Rachel Myers,Retail,Startup,Japan,Tokyo,1975,149017,88617,60400,14056,9.43,12.76,257869.02,426681.26
Pacific Healthcare Ltd.,Nathan Lang,Banking,Government,Japan,Tokyo,2013,189913,122333,67580,22752,11.98,14.96,685956.73,71088.46
Pioneer Foods Ltd.,Jonathan Hayden,Logistics,MNC,China,Beijing,1968,13008,8374,4634,2468,18.97,30.56,507841.7,165296.3
Summit Solutions Ltd.,Dennis Tate,IT Services,MNC,South Korea,Seoul,1951,170130,76817,93313,29869,17.56,39.65,113035.48,56538.12
Summit Group Ltd.,Diane Jones,Telecom,Government,UAE,Dubai,2018,165821,96111,69710,29440,17.75,35.81,593909.72,177076.58
Prime Holdings Ltd.,Melissa Garrett,Manufacturing,Government,South Korea,Seoul,1962,43877,21980,21897,4839,11.03,5.03,373402.37,217899.92
BlueSky Retail Ltd.,Donald Mack,Logistics,Public,Taiwan,Taipei,1959,93367,44495,48872,4818,5.16,12.91,120302.13,46093.42
Pacific Group Ltd.,Tiffany Clark MD,Healthcare,Public,Vietnam,Ho Chi Minh City,1989,182488,85976,96512,9178,5.03,14.45,650562.65,7704.74
Prime Manufacturing Ltd.,Francisco Sanchez,Energy,Startup,South Korea,Seoul,2021,191721,93555,98166,37969,19.8,16.66,348445.51,362027.32
Evergreen Solutions Ltd.,Rebecca Smith,Retail,Startup,Indonesia,Jakarta,1984,175475,84759,90716,25998,14.82,11.44,81810.17,181638.88
Horizon Foods Ltd.,Steven Holloway,IT Services,Startup,Japan,Tokyo,1969,23038,14363,8675,2585,11.22,15.58,70634.29,95529.66
Prime Foods Ltd.,Brittany Rios,Energy,Private,Singapore,Singapore,2014,82838,45900,36938,5278,6.37,36.99,366041.28,155314.28
Apex Energy Ltd.,Rhonda Villanueva,Energy,Startup,Indonesia,Jakarta,2017,32137,18006,14131,3394,10.56,33.9,121428.99,396558.04
Nova Industries Ltd.,Timothy Williams,Telecom,Private,China,Beijing,2015,46272,29578,16694,3561,7.7,31.48,413192.85,422239.36
Summit Foods Ltd.,Stacy Hudson,Healthcare,Private,Taiwan,Taipei,1993,69795,45316,24479,12685,18.17,28.21,155188.29,277750.76
Prime Holdings Ltd.,Joshua Ponce,Manufacturing,Government,Singapore,Singapore,1995,134857,81844,53013,20110,14.91,37.69,185069.08,70023.78
Prime Foods Ltd.,Crystal Flores,Healthcare,Government,Vietnam,Ho Chi Minh City,1994,134462,77203,57259,16808,12.5,7.18,380301.55,160629.94
Vertex Holdings Ltd.,Crystal Decker,Retail,Government,China,Beijing,1957,10222,5263,4959,1682,16.45,10.77,471955.7,384063.1
Prime Technologies Ltd.,Jacob Mcbride,Energy,Private,China,Beijing,1988,16412,8782,7630,2448,14.92,20.79,181495.26,289073.52
Vertex Industries Ltd.,Andrea King DVM,Banking,Private,Malaysia,Kuala Lumpur,2007,135002,61789,73213,21117,15.64,12.85,89764.56,115049.94
Prime Industries Ltd.,Marcus Stewart,IT Services,MNC,Vietnam,Ho Chi Minh City,1974,73914,35188,38726,168,0.23,7.98,85374.52,371623.2
BlueSky Logistics Ltd.,Danielle Rodriguez,IT Services,MNC,China,Beijing,1985,2324,1197,1127,288,12.39,22.15,293087.91,219498.66
Summit Solutions Ltd.,Anne Powell,Logistics,Startup,Singapore,Singapore,1963,156822,98519,58303,4103,2.62,26.25,198165.67,292646.82
Pioneer Foods Ltd.,Dr. Katie Morgan DDS,Manufacturing,Government,Malaysia,Kuala Lumpur,2009,68984,33600,35384,5655,8.2,20.43,507314.0,350479.24
Apex Industries Ltd.,Marc Ballard,Telecom,Government,China,Beijing,1967,95070,64026,31044,2542,2.67,39.54,176937.43,249761.2
Summit Holdings Ltd.,Barbara Boone,Healthcare,Private,Japan,Tokyo,2016,38445,17850,20595,4376,11.38,26.77,109191.79,237280.88
Summit Manufacturing Ltd.,Anthony Collins,IT Services,Private,Taiwan,Taipei,1984,146022,70365,75657,228,0.16,37.85,493348.89,260875.84
BlueSky Holdings Ltd.,Robert Robinson,IT Services,MNC,Malaysia,Kuala Lumpur,1991,168263,77262,91001,21055,12.51,8.83,354548.42,101419.8
Apex Solutions Ltd.,Michael Chen,IT Services,Public,UAE,Dubai,1969,49042,24357,24685,6273,12.79,38.19,402158.45,28690.46
Nova Holdings Ltd.,Karen Weaver,Healthcare,Private,Japan,Tokyo,1962,128375,76470,51905,2103,1.64,36.99,511640.75,154415.58
Summit Healthcare Ltd.,Jennifer Sims,Telecom,Public,UAE,Dubai,1959,60192,39530,20662,10394,17.27,8.79,661129.64,19286.36
Prime Holdings Ltd.,Felicia Shaw,IT Services,MNC,Malaysia,Kuala Lumpur,1967,163917,99203,64714,21577,13.16,38.46,327056.71,98310.9
Pioneer Foods Ltd.,Danielle Schwartz,Banking,Government,UAE,Dubai,1984,105465,56497,48968,10451,9.91,26.38,369722.86,20731.16
BlueSky Holdings Ltd.,Dawn Lucas,Energy,Private,Malaysia,Kuala Lumpur,1981,90178,53550,36628,1159,1.29,7.11,511040.21,202671.04
Evergreen Technologies Ltd.,Maria Castro,Manufacturing,MNC,South Korea,Seoul,1964,96065,50616,45449,8475,8.82,4.8,78762.24,285532.04
Evergreen Foods Ltd.,Tyler Shepard,Manufacturing,MNC,UAE,Dubai,1992,62921,43348,19573,3482,5.53,39.11,12081.88,298321.96
Nova Holdings Ltd.,Thomas Figueroa,Banking,Private,Indonesia,Jakarta,1962,86893,40880,46013,8568,9.86,24.0,528057.46,201398.24
Vertex Retail Ltd.,Roy Chang,Manufacturing,MNC,UAE,Dubai,2006,52288,33537,18751,1206,2.31,12.86,115046.24,258442.04
Prime Foods Ltd.,Veronica Boyd,Telecom,Startup,Japan,Tokyo,1953,25623,14597,11026,1400,5.46,20.26,250403.28,238233.76
Vertex Energy Ltd.,Stephanie Phillips,Manufacturing,Private,Taiwan,Taipei,1986,27724,17491,10233,3719,13.41,12.67,312242.52,176589.82
Nova Retail Ltd.,Karen Duncan,Retail,Private,UAE,Dubai,1989,109131,49439,59692,10576,9.69,34.39,34136.32,389695.24
